countryname,indicatorname,year,value
Kiribati,"Health expenditure, total (% of GDP)",1998,7.02359598
Kiribati,"Health expenditure, total (% of GDP)",1999,8.84871781
Kiribati,"Health expenditure, total (% of GDP)",2000,7.99448442
Kiribati,"Health expenditure, total (% of GDP)",2001,8.90358584
Kiribati,"Health expenditure, total (% of GDP)",2002,8.98928872
Kiribati,"Health expenditure, total (% of GDP)",2003,9.95188747
Kiribati,"Health expenditure, total (% of GDP)",2004,10.38172452
Kiribati,"Health expenditure, total (% of GDP)",2005,10.05818497
Kiribati,"Health expenditure, total (% of GDP)",2006,10.92704338
Kiribati,"Health expenditure, total (% of GDP)",2007,12.16259592
Kiribati,"Health expenditure, total (% of GDP)",2008,12.87412547
Kiribati,"Health expenditure, total (% of GDP)",2009,10.84030368
Kiribati,"Health expenditure, total (% of GDP)",2010,10.54813934
"Korea, Rep.","Health expenditure, total (% of GDP)",1995,3.84115995
"Korea, Rep.","Health expenditure, total (% of GDP)",1996,4.04143984
"Korea, Rep.","Health expenditure, total (% of GDP)",1997,4.04679866
"Korea, Rep.","Health expenditure, total (% of GDP)",1998,4.14799715
"Korea, Rep.","Health expenditure, total (% of GDP)",1999,4.41094234
"Korea, Rep.","Health expenditure, total (% of GDP)",2000,4.44548634
"Korea, Rep.","Health expenditure, total (% of GDP)",2001,5.02369779
"Korea, Rep.","Health expenditure, total (% of GDP)",2002,4.87314802
"Korea, Rep.","Health expenditure, total (% of GDP)",2003,5.20166906
"Korea, Rep.","Health expenditure, total (% of GDP)",2004,5.24810777
"Korea, Rep.","Health expenditure, total (% of GDP)",2005,5.65641499
"Korea, Rep.","Health expenditure, total (% of GDP)",2006,6.11051696
"Korea, Rep.","Health expenditure, total (% of GDP)",2007,6.40795189
"Korea, Rep.","Health expenditure, total (% of GDP)",2008,6.63567447
"Korea, Rep.","Health expenditure, total (% of GDP)",2009,7.18895648
"Korea, Rep.","Health expenditure, total (% of GDP)",2010,7.33433912
Lao PDR,"Health expenditure, total (% of GDP)",1995,4.14675425
Lao PDR,"Health expenditure, total (% of GDP)",1996,4.60396102
Lao PDR,"Health expenditure, total (% of GDP)",1997,6.31579794
Lao PDR,"Health expenditure, total (% of GDP)",1998,6.4144509
Lao PDR,"Health expenditure, total (% of GDP)",1999,3.72138272
Lao PDR,"Health expenditure, total (% of GDP)",2000,3.32791252
Lao PDR,"Health expenditure, total (% of GDP)",2001,4.08564548
Lao PDR,"Health expenditure, total (% of GDP)",2002,4.04067648
Lao PDR,"Health expenditure, total (% of GDP)",2003,4.93300468
Lao PDR,"Health expenditure, total (% of GDP)",2004,4.5831881
Lao PDR,"Health expenditure, total (% of GDP)",2005,4.30880247
Lao PDR,"Health expenditure, total (% of GDP)",2006,4.27023203
Lao PDR,"Health expenditure, total (% of GDP)",2007,4.1572034
Lao PDR,"Health expenditure, total (% of GDP)",2008,2.69880893
Lao PDR,"Health expenditure, total (% of GDP)",2009,3.6109052
Lao PDR,"Health expenditure, total (% of GDP)",2010,2.35855251
Malaysia,"Health expenditure, total (% of GDP)",1995,2.84443644
Malaysia,"Health expenditure, total (% of GDP)",1996,2.79507561
Malaysia,"Health expenditure, total (% of GDP)",1997,2.72454231
Malaysia,"Health expenditure, total (% of GDP)",1998,2.92715856
Malaysia,"Health expenditure, total (% of GDP)",1999,3.03279526
Malaysia,"Health expenditure, total (% of GDP)",2000,3.03701543
Malaysia,"Health expenditure, total (% of GDP)",2001,3.39741561
Malaysia,"Health expenditure, total (% of GDP)",2002,3.40337254
Malaysia,"Health expenditure, total (% of GDP)",2003,3.95392114
Malaysia,"Health expenditure, total (% of GDP)",2004,3.74492489
Malaysia,"Health expenditure, total (% of GDP)",2005,3.2918067
Malaysia,"Health expenditure, total (% of GDP)",2006,3.65422598
Malaysia,"Health expenditure, total (% of GDP)",2007,3.60563426
Malaysia,"Health expenditure, total (% of GDP)",2008,3.47129572
Malaysia,"Health expenditure, total (% of GDP)",2009,3.97454959
Malaysia,"Health expenditure, total (% of GDP)",2010,3.99044068
Maldives,"Health expenditure, total (% of GDP)",1995,5.70839634
Maldives,"Health expenditure, total (% of GDP)",1996,6.36760933
Maldives,"Health expenditure, total (% of GDP)",1997,6.38692468
Maldives,"Health expenditure, total (% of GDP)",1998,6.39099762
Maldives,"Health expenditure, total (% of GDP)",1999,6.56569897
Maldives,"Health expenditure, total (% of GDP)",2000,7.06541845
Maldives,"Health expenditure, total (% of GDP)",2001,5.3109733
Maldives,"Health expenditure, total (% of GDP)",2002,5.1914405
Maldives,"Health expenditure, total (% of GDP)",2003,6.03526593
Maldives,"Health expenditure, total (% of GDP)",2004,5.90873587
Maldives,"Health expenditure, total (% of GDP)",2005,7.04206114
Maldives,"Health expenditure, total (% of GDP)",2006,6.66838084
Maldives,"Health expenditure, total (% of GDP)",2007,6.29163256
Maldives,"Health expenditure, total (% of GDP)",2008,7.88810623
Maldives,"Health expenditure, total (% of GDP)",2009,7.64462315
Maldives,"Health expenditure, total (% of GDP)",2010,5.7872356
Marshall Islands,"Health expenditure, total (% of GDP)",1995,15.79050703
Marshall Islands,"Health expenditure, total (% of GDP)",1996,19.01933436
Marshall Islands,"Health expenditure, total (% of GDP)",1997,19.92555864
Marshall Islands,"Health expenditure, total (% of GDP)",1998,18.57208484
Marshall Islands,"Health expenditure, total (% of GDP)",1999,18.68149426
Marshall Islands,"Health expenditure, total (% of GDP)",2000,22.53329499
Marshall Islands,"Health expenditure, total (% of GDP)",2001,19.39671936
Marshall Islands,"Health expenditure, total (% of GDP)",2002,18.18265554
Marshall Islands,"Health expenditure, total (% of GDP)",2003,17.25669366
Marshall Islands,"Health expenditure, total (% of GDP)",2004,17.64168879
Marshall Islands,"Health expenditure, total (% of GDP)",2005,17.25707008
Marshall Islands,"Health expenditure, total (% of GDP)",2006,19.61655269
Marshall Islands,"Health expenditure, total (% of GDP)",2007,19.62053277
Marshall Islands,"Health expenditure, total (% of GDP)",2008,17.90819617
Marshall Islands,"Health expenditure, total (% of GDP)",2009,17.49421229
Marshall Islands,"Health expenditure, total (% of GDP)",2010,16.02645409
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",1995,9.13020465
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",1996,8.60682735
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",1997,7.75966516
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",1998,6.95514151
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",1999,7.55845867
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2000,7.82725199
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2001,8.47916013
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2002,7.87478289
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2003,9.51564162
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2004,10.36000711
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2005,12.11948535
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2006,11.9245252
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2007,11.99534944
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2008,12.92532572
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2009,13.4205063
"Micronesia, Fed. Sts.","Health expenditure, total (% of GDP)",2010,13.83144119
Mongolia,"Health expenditure, total (% of GDP)",1995,3.15031319
Mongolia,"Health expenditure, total (% of GDP)",1996,3.54763188
Mongolia,"Health expenditure, total (% of GDP)",1997,3.64606856
Mongolia,"Health expenditure, total (% of GDP)",1998,4.03809257
Mongolia,"Health expenditure, total (% of GDP)",1999,4.03818511
Mongolia,"Health expenditure, total (% of GDP)",2000,4.66012718
Mongolia,"Health expenditure, total (% of GDP)",2001,4.61593935
Mongolia,"Health expenditure, total (% of GDP)",2002,4.8142928
Mongolia,"Health expenditure, total (% of GDP)",2003,7.37547581
Mongolia,"Health expenditure, total (% of GDP)",2004,6.99553707
Mongolia,"Health expenditure, total (% of GDP)",2005,5.98624578
Mongolia,"Health expenditure, total (% of GDP)",2006,5.36749318
Mongolia,"Health expenditure, total (% of GDP)",2007,5.68590481
Mongolia,"Health expenditure, total (% of GDP)",2008,6.35559098
Mongolia,"Health expenditure, total (% of GDP)",2009,6.44438699
Mongolia,"Health expenditure, total (% of GDP)",2010,6.26546921
Myanmar,"Health expenditure, total (% of GDP)",1995,2.13968736
Myanmar,"Health expenditure, total (% of GDP)",1996,2.11617213
Myanmar,"Health expenditure, total (% of GDP)",1997,1.8191146
Myanmar,"Health expenditure, total (% of GDP)",1998,1.83344308
Myanmar,"Health expenditure, total (% of GDP)",1999,1.79505278
Myanmar,"Health expenditure, total (% of GDP)",2000,2.11967972
Myanmar,"Health expenditure, total (% of GDP)",2001,2.07779574
Myanmar,"Health expenditure, total (% of GDP)",2002,2.3661962
Myanmar,"Health expenditure, total (% of GDP)",2003,2.26915075
Myanmar,"Health expenditure, total (% of GDP)",2004,2.27194628
Myanmar,"Health expenditure, total (% of GDP)",2005,2.11196226
Myanmar,"Health expenditure, total (% of GDP)",2006,2.04999995
Myanmar,"Health expenditure, total (% of GDP)",2007,1.94407021
Myanmar,"Health expenditure, total (% of GDP)",2008,2.03275937
Myanmar,"Health expenditure, total (% of GDP)",2009,2.11005186
Myanmar,"Health expenditure, total (% of GDP)",2010,1.92028227
Nepal,"Health expenditure, total (% of GDP)",1995,5.31416561
Nepal,"Health expenditure, total (% of GDP)",1996,5.41855
Nepal,"Health expenditure, total (% of GDP)",1997,5.49900875
Nepal,"Health expenditure, total (% of GDP)",1998,6.61012007
Nepal,"Health expenditure, total (% of GDP)",1999,5.87262507
Nepal,"Health expenditure, total (% of GDP)",2000,5.40430623
Nepal,"Health expenditure, total (% of GDP)",2001,5.32698671
Nepal,"Health expenditure, total (% of GDP)",2002,5.56558698
Nepal,"Health expenditure, total (% of GDP)",2003,5.44368952
Nepal,"Health expenditure, total (% of GDP)",2004,5.77452516
Nepal,"Health expenditure, total (% of GDP)",2005,5.72269632
Nepal,"Health expenditure, total (% of GDP)",2006,5.6296332
Nepal,"Health expenditure, total (% of GDP)",2007,5.51278546
Nepal,"Health expenditure, total (% of GDP)",2008,6.08539045
Nepal,"Health expenditure, total (% of GDP)",2009,5.98400167
Nepal,"Health expenditure, total (% of GDP)",2010,5.86531086
New Zealand,"Health expenditure, total (% of GDP)",1995,7.00118301
New Zealand,"Health expenditure, total (% of GDP)",1996,6.94771056
New Zealand,"Health expenditure, total (% of GDP)",1997,7.16337878
New Zealand,"Health expenditure, total (% of GDP)",1998,7.5925381
New Zealand,"Health expenditure, total (% of GDP)",1999,7.47181123
New Zealand,"Health expenditure, total (% of GDP)",2000,7.55787447
New Zealand,"Health expenditure, total (% of GDP)",2001,7.65951098
New Zealand,"Health expenditure, total (% of GDP)",2002,7.97306452
New Zealand,"Health expenditure, total (% of GDP)",2003,7.79326
New Zealand,"Health expenditure, total (% of GDP)",2004,7.97140942
New Zealand,"Health expenditure, total (% of GDP)",2005,8.34102385
New Zealand,"Health expenditure, total (% of GDP)",2006,8.7431797
New Zealand,"Health expenditure, total (% of GDP)",2007,8.44581902
New Zealand,"Health expenditure, total (% of GDP)",2008,9.25461124
New Zealand,"Health expenditure, total (% of GDP)",2009,9.8354191
New Zealand,"Health expenditure, total (% of GDP)",2010,9.95202372
Pakistan,"Health expenditure, total (% of GDP)",1995,3.267659
Pakistan,"Health expenditure, total (% of GDP)",1996,3.36090918
Pakistan,"Health expenditure, total (% of GDP)",1997,3.34800202
Pakistan,"Health expenditure, total (% of GDP)",1998,3.60703647
Pakistan,"Health expenditure, total (% of GDP)",1999,3.71612876
Pakistan,"Health expenditure, total (% of GDP)",2000,3.01725188
Pakistan,"Health expenditure, total (% of GDP)",2001,2.82453435
Pakistan,"Health expenditure, total (% of GDP)",2002,2.98992475
Pakistan,"Health expenditure, total (% of GDP)",2003,2.84686902
Pakistan,"Health expenditure, total (% of GDP)",2004,2.81449163
Pakistan,"Health expenditure, total (% of GDP)",2005,3.17690019
Pakistan,"Health expenditure, total (% of GDP)",2006,3.66627707
Pakistan,"Health expenditure, total (% of GDP)",2007,3.57270878
Pakistan,"Health expenditure, total (% of GDP)",2008,3.38478736
Pakistan,"Health expenditure, total (% of GDP)",2009,2.93915549
Pakistan,"Health expenditure, total (% of GDP)",2010,3.01609686
Palau,"Health expenditure, total (% of GDP)",1995,11.44840888
Palau,"Health expenditure, total (% of GDP)",1996,11.63975196
Palau,"Health expenditure, total (% of GDP)",1997,11.36776849
Palau,"Health expenditure, total (% of GDP)",1998,9.95606079
Palau,"Health expenditure, total (% of GDP)",1999,11.07245149
Palau,"Health expenditure, total (% of GDP)",2000,12.02855298
Palau,"Health expenditure, total (% of GDP)",2001,8.61559354
Palau,"Health expenditure, total (% of GDP)",2002,8.28564635
Palau,"Health expenditure, total (% of GDP)",2003,8.28740815
Palau,"Health expenditure, total (% of GDP)",2004,9.22636897
Palau,"Health expenditure, total (% of GDP)",2005,8.27807956
Palau,"Health expenditure, total (% of GDP)",2006,8.37409986
Palau,"Health expenditure, total (% of GDP)",2007,8.63549155
Palau,"Health expenditure, total (% of GDP)",2008,8.62219332
Palau,"Health expenditure, total (% of GDP)",2009,8.3973901
Palau,"Health expenditure, total (% of GDP)",2010,9.65156934
Papua New Guinea,"Health expenditure, total (% of GDP)",1995,3.50823417
Papua New Guinea,"Health expenditure, total (% of GDP)",1996,3.66043578
Papua New Guinea,"Health expenditure, total (% of GDP)",1997,3.34709505
Papua New Guinea,"Health expenditure, total (% of GDP)",1998,3.80939566
Papua New Guinea,"Health expenditure, total (% of GDP)",1999,4.0942661
Papua New Guinea,"Health expenditure, total (% of GDP)",2000,3.98375069
Papua New Guinea,"Health expenditure, total (% of GDP)",2001,4.53591659
Papua New Guinea,"Health expenditure, total (% of GDP)",2002,4.61904217
Papua New Guinea,"Health expenditure, total (% of GDP)",2003,4.0853313
Papua New Guinea,"Health expenditure, total (% of GDP)",2004,4.61159536
Papua New Guinea,"Health expenditure, total (% of GDP)",2005,3.99489295
Papua New Guinea,"Health expenditure, total (% of GDP)",2006,3.48644252
Papua New Guinea,"Health expenditure, total (% of GDP)",2007,3.21779727
Papua New Guinea,"Health expenditure, total (% of GDP)",2008,3.46145708
Papua New Guinea,"Health expenditure, total (% of GDP)",2009,3.7895621
Papua New Guinea,"Health expenditure, total (% of GDP)",2010,3.5434904
Philippines,"Health expenditure, total (% of GDP)",1995,3.44929165
Philippines,"Health expenditure, total (% of GDP)",1996,3.54187897
Philippines,"Health expenditure, total (% of GDP)",1997,3.61927658
Philippines,"Health expenditure, total (% of GDP)",1998,3.19884187
Philippines,"Health expenditure, total (% of GDP)",1999,3.23121551
Philippines,"Health expenditure, total (% of GDP)",2000,3.2091775
Philippines,"Health expenditure, total (% of GDP)",2001,2.9983988
Philippines,"Health expenditure, total (% of GDP)",2002,2.79116169
Philippines,"Health expenditure, total (% of GDP)",2003,3.24713196
Philippines,"Health expenditure, total (% of GDP)",2004,3.22814859
Philippines,"Health expenditure, total (% of GDP)",2005,3.9138542
Philippines,"Health expenditure, total (% of GDP)",2006,3.95164594
Philippines,"Health expenditure, total (% of GDP)",2007,3.89202547
Philippines,"Health expenditure, total (% of GDP)",2008,3.94970628
Philippines,"Health expenditure, total (% of GDP)",2009,4.26311855
Philippines,"Health expenditure, total (% of GDP)",2010,4.22977561
Samoa,"Health expenditure, total (% of GDP)",1995,5.17263731
Samoa,"Health expenditure, total (% of GDP)",1996,4.71232545
Samoa,"Health expenditure, total (% of GDP)",1997,5.23351828
Samoa,"Health expenditure, total (% of GDP)",1998,5.79917959
Samoa,"Health expenditure, total (% of GDP)",1999,6.28075985
Samoa,"Health expenditure, total (% of GDP)",2000,6.01801658
